person_id	DV1	DV2	DV3	DV4	IV1	IV2	IV3	IV4	IV5	TEST
532	Y	Y	Y	N	Y	Y	N	N	90	F
533	Y	N	Y	Y	Y	N	Y	N	26	T
534	Y	Y	Y	Y	Y	Y	Y	Y	77	F
535	N	N	Y	Y	Y	Y	N	Y	40	T
536	Y	Y	Y	N	N	Y	Y	Y	72	F
537	Y	Y	Y	Y	Y	N	Y	Y	26	F
538	N	Y	N	Y	N	N	Y	Y	51	T
539	Y	N	N	N	Y	Y	Y	Y	44	T
540	N	N	N	N	Y	N	Y	N	23	F
541	N	N	N	N	N	Y	Y	Y	28	F
542	Y	Y	Y	N	N	Y	N	N	39	F
543	Y	Y	Y	Y	Y	N	Y	Y	51	T
544	Y	N	N	Y	Y	Y	Y	N	27	T
545	N	Y	N	Y	Y	N	Y	Y	66	F
546	N	Y	N	Y	Y	N	Y	Y	76	F
547	Y	N	Y	Y	Y	Y	Y	N	58	T
548	N	N	N	Y	Y	N	Y	N	29	F
549	N	Y	Y	N	N	N	Y	Y	71	F
550	N	Y	Y	N	N	N	Y	Y	86	F
551	Y	N	N	Y	Y	Y	N	N	60	F
552	N	N	N	N	N	Y	Y	N	27	F
553	N	Y	N	Y	N	N	Y	Y	47	F
554	Y	Y	Y	Y	Y	N	Y	N	76	F
555	Y	N	N	N	N	Y	Y	N	26	F
556	N	N	Y	Y	Y	N	Y	N	35	T
557	Y	N	N	Y	N	Y	Y	N	45	F
558	Y	Y	N	Y	N	N	Y	Y	33	F
559	N	Y	Y	N	N	N	N	Y	29	F
560	Y	Y	N	Y	Y	Y	N	Y	52	T
561	Y	Y	N	Y	Y	Y	Y	N	58	T
562	Y	Y	N	N	Y	N	N	Y	82	F
563	Y	N	Y	N	Y	N	Y	N	65	F
564	Y	Y	Y	N	Y	Y	Y	N	60	F
565	N	N	Y	Y	Y	N	Y	N	61	T
566	Y	Y	Y	Y	N	Y	Y	Y	83	F
567	N	N	N	Y	Y	Y	N	N	26	T
568	Y	Y	N	N	N	N	Y	Y	20	T
569	N	N	Y	Y	Y	N	N	N	28	F
570	N	N	N	Y	Y	N	Y	N	52	F
571	Y	N	N	Y	N	Y	Y	N	25	F
572	Y	Y	Y	N	Y	N	N	N	43	F
573	Y	N	N	N	N	Y	Y	Y	22	T
574	N	N	Y	N	N	N	Y	Y	25	F
575	N	N	Y	Y	Y	N	N	N	40	F
576	Y	N	Y	N	Y	Y	Y	Y	37	F
577	Y	Y	N	N	Y	N	Y	N	72	T
578	Y	Y	Y	N	N	Y	Y	Y	73	F
579	Y	Y	N	N	Y	Y	Y	Y	59	F
580	Y	Y	Y	N	N	Y	Y	N	67	T
581	Y	Y	Y	N	N	Y	N	Y	27	F
582	N	Y	Y	N	N	N	Y	Y	26	T
583	N	N	N	N	Y	N	Y	N	40	F
584	N	N	Y	N	N	N	N	N	26	F
585	N	Y	N	Y	Y	N	Y	Y	43	F
586	N	Y	N	N	N	N	N	Y	49	F
587	N	Y	N	Y	Y	N	Y	Y	64	F
588	Y	Y	N	Y	Y	Y	Y	Y	64	F
589	Y	Y	N	Y	Y	Y	Y	Y	64	F
590	N	Y	N	Y	Y	N	Y	Y	50	F
591	Y	N	Y	Y	Y	N	N	N	81	F
592	Y	Y	N	N	N	N	Y	Y	34	F
593	N	Y	Y	N	N	N	N	Y	71	F
594	Y	N	Y	Y	Y	Y	Y	N	34	F
595	Y	Y	N	Y	Y	N	Y	N	31	F
596	N	Y	N	Y	N	N	N	Y	40	F
597	N	N	N	N	N	N	Y	N	26	F
598	Y	N	N	Y	Y	Y	Y	N	66	F
599	Y	Y	N	Y	Y	Y	Y	Y	33	F
600	N	N	N	Y	Y	N	Y	N	81	F
601	N	Y	N	N	N	Y	N	Y	29	T
602	N	N	N	N	N	N	N	Y	33	F
603	Y	N	Y	N	N	N	Y	Y	21	F
604	N	N	N	N	Y	N	Y	N	55	F
605	N	Y	Y	Y	Y	Y	N	Y	65	F
606	N	N	N	Y	Y	N	Y	Y	31	F
607	N	Y	Y	Y	Y	N	Y	Y	61	F
608	Y	N	N	Y	N	Y	Y	N	31	F
609	N	N	Y	Y	N	N	N	N	36	F
610	Y	Y	N	Y	N	Y	Y	Y	62	T
611	N	Y	N	Y	Y	Y	N	N	72	F
612	Y	N	N	Y	Y	N	N	N	27	F
613	N	N	N	Y	Y	N	N	N	69	F
614	N	N	Y	Y	Y	Y	N	N	28	T
615	Y	Y	N	N	N	Y	N	Y	73	T
616	Y	N	N	Y	Y	N	Y	N	27	T
617	Y	N	N	Y	Y	Y	Y	N	40	F
618	Y	N	N	Y	N	N	Y	N	57	T
619	N	N	N	Y	Y	N	Y	N	39	F
620	Y	N	N	Y	N	Y	Y	N	28	F
621	Y	Y	N	N	N	Y	N	N	53	F
622	Y	Y	N	N	N	Y	Y	Y	52	T
623	N	Y	N	N	N	N	N	Y	22	T
624	Y	Y	Y	N	Y	N	N	Y	56	F
625	N	Y	N	N	Y	N	Y	Y	29	F
626	Y	N	N	N	N	N	N	N	51	T
627	Y	N	N	N	N	N	Y	Y	70	F
628	Y	N	N	N	N	Y	N	N	36	F
629	Y	N	N	Y	Y	Y	Y	N	31	F
630	Y	N	N	Y	Y	N	Y	N	27	F
631	Y	N	Y	Y	Y	Y	N	N	51	F
632	N	Y	Y	N	Y	N	N	N	54	F
633	Y	Y	Y	Y	Y	Y	Y	N	89	F
634	N	N	Y	Y	Y	N	Y	N	31	F
635	Y	Y	N	N	N	Y	N	Y	42	T
636	Y	Y	Y	N	N	Y	N	N	78	F
637	N	N	N	Y	Y	Y	N	N	45	F
638	Y	N	Y	Y	N	N	Y	N	66	F
639	Y	Y	Y	N	N	Y	Y	N	47	F
640	N	N	N	N	N	N	N	Y	27	T
641	N	N	N	N	N	N	Y	N	26	F
642	N	N	N	N	N	N	Y	N	30	F
643	N	N	N	Y	Y	N	Y	N	32	F
644	N	N	N	Y	Y	Y	N	Y	25	F
645	N	Y	Y	Y	Y	N	N	N	48	F
646	Y	N	N	N	N	N	Y	Y	32	F
647	N	N	N	Y	Y	N	Y	N	31	T
648	Y	N	N	N	N	Y	N	Y	26	F
649	Y	N	Y	N	Y	N	Y	Y	32	F
650	N	Y	Y	Y	Y	N	Y	Y	28	T
651	Y	Y	Y	N	Y	N	Y	N	80	F
652	Y	Y	N	N	Y	Y	Y	N	66	F
653	Y	N	N	N	N	N	Y	Y	28	F
654	N	Y	Y	N	N	N	Y	N	29	F
655	Y	Y	N	Y	Y	Y	Y	Y	56	F
656	Y	Y	N	Y	Y	Y	N	Y	31	F
657	N	Y	N	N	N	N	Y	N	71	T
658	Y	Y	N	Y	Y	Y	Y	N	25	F
659	Y	Y	Y	Y	Y	Y	Y	Y	41	T
660	N	Y	N	Y	N	N	Y	Y	25	T
661	Y	Y	Y	Y	Y	Y	N	N	61	T
662	Y	Y	N	N	N	N	N	N	72	F
663	N	Y	Y	Y	Y	N	N	N	50	F
664	N	N	N	Y	Y	N	Y	N	20	F
665	N	Y	N	Y	Y	N	N	Y	65	T
666	N	N	N	N	N	N	Y	Y	23	F
667	Y	N	N	N	N	Y	N	N	74	F
668	Y	Y	N	N	N	N	Y	N	54	F
669	Y	N	N	Y	Y	Y	Y	N	41	F
670	N	Y	N	Y	Y	N	Y	N	65	F
671	N	N	N	N	N	N	N	N	26	F
672	Y	N	N	N	N	Y	Y	Y	84	F
673	Y	Y	N	N	N	Y	Y	Y	54	F
674	Y	N	Y	N	Y	Y	Y	Y	35	F
675	N	Y	N	Y	Y	N	Y	Y	31	F
676	Y	Y	Y	Y	N	Y	Y	Y	47	F
677	N	N	N	N	N	N	Y	Y	18	F
678	Y	Y	Y	N	N	Y	Y	Y	78	F
679	N	N	Y	N	N	N	N	N	39	F
680	Y	Y	N	N	Y	N	Y	Y	46	F
681	N	N	N	Y	Y	N	Y	N	72	F
682	Y	N	Y	N	N	Y	N	N	32	F
683	Y	Y	N	Y	Y	N	N	Y	50	F
684	Y	Y	N	Y	Y	Y	N	N	26	F
685	Y	N	N	Y	Y	Y	N	N	45	F
686	Y	Y	Y	N	N	N	Y	N	50	T
687	Y	Y	Y	N	N	N	N	Y	26	F
688	Y	Y	N	N	N	Y	Y	Y	19	F
689	Y	N	Y	N	N	Y	Y	Y	33	F
690	N	N	N	N	N	Y	N	N	18	F
691	N	N	N	Y	Y	N	Y	N	30	F
692	N	N	Y	N	Y	N	Y	Y	25	F
693	N	N	Y	N	N	N	Y	N	25	F
694	Y	Y	Y	N	N	Y	Y	N	64	F
695	Y	Y	N	N	N	Y	Y	N	86	T
696	N	Y	N	Y	Y	N	N	Y	30	F
697	Y	Y	N	N	N	N	Y	Y	57	T
698	N	N	N	N	Y	N	Y	Y	29	F
699	N	N	N	Y	Y	N	N	Y	28	F
700	Y	N	Y	Y	Y	N	Y	N	52	F
701	N	N	N	Y	Y	N	Y	Y	30	F
702	N	N	N	N	N	Y	Y	Y	49	F
703	Y	N	Y	N	Y	N	Y	Y	65	F
704	Y	N	N	Y	Y	N	Y	N	34	F
705	Y	N	Y	N	N	Y	Y	N	26	T
706	Y	Y	Y	N	Y	N	Y	N	42	T
707	N	N	N	Y	N	Y	N	N	30	T
708	Y	N	N	N	N	Y	Y	Y	60	F
709	N	Y	Y	N	Y	N	N	N	51	F
710	N	Y	Y	N	Y	Y	N	Y	65	F
711	Y	Y	Y	N	N	Y	Y	Y	49	F
712	Y	N	Y	N	N	Y	Y	N	30	F
713	N	N	N	N	N	N	Y	N	24	F
714	Y	Y	Y	Y	N	N	Y	Y	26	F
715	Y	Y	N	N	N	Y	Y	Y	30	F
716	Y	Y	Y	N	N	N	Y	Y	55	F
717	Y	Y	N	N	N	Y	Y	Y	59	F
718	Y	N	Y	N	N	Y	Y	N	60	T
719	Y	N	N	N	N	Y	Y	N	37	T
720	Y	Y	N	N	N	Y	Y	Y	24	F
721	Y	N	N	Y	N	N	Y	N	80	F
722	N	Y	Y	N	Y	N	Y	N	89	T
723	N	Y	N	N	N	N	Y	Y	74	F
724	Y	Y	Y	N	N	N	Y	Y	61	F
725	N	Y	N	N	N	N	Y	Y	29	F
726	Y	N	N	N	N	Y	Y	N	68	T
727	Y	N	N	Y	Y	N	Y	N	28	F
728	Y	Y	N	Y	Y	Y	N	N	46	F
729	Y	Y	N	N	N	Y	Y	Y	57	F
730	Y	Y	Y	Y	Y	N	N	Y	20	F
731	Y	Y	N	Y	Y	Y	N	Y	62	F
732	Y	N	Y	Y	Y	Y	Y	N	26	T
733	Y	N	N	Y	N	N	Y	N	63	T
734	N	Y	Y	Y	Y	N	Y	N	67	T
735	N	N	N	Y	N	N	N	N	33	F
736	N	Y	Y	N	N	N	Y	Y	30	F
737	Y	N	Y	Y	Y	Y	Y	N	47	F
738	N	Y	N	Y	N	N	Y	Y	28	F
739	Y	Y	N	N	N	Y	Y	Y	49	F
740	N	N	N	Y	Y	N	Y	N	27	F
741	N	N	Y	N	N	N	Y	N	31	F
742	N	Y	N	N	N	Y	Y	Y	70	T
743	Y	Y	N	N	N	Y	N	N	48	T
744	N	N	Y	N	N	N	Y	N	28	F
745	Y	N	N	Y	Y	N	Y	N	28	F
746	N	N	Y	N	N	N	N	N	81	F
747	N	N	Y	N	Y	N	N	N	36	F
748	N	N	Y	N	Y	N	Y	N	45	T
749	N	N	Y	N	Y	N	N	N	65	F
750	Y	Y	N	N	N	Y	Y	N	74	T
751	Y	Y	Y	Y	Y	Y	Y	N	26	F
752	Y	N	N	N	N	N	N	N	45	F
753	Y	N	Y	N	N	Y	Y	Y	26	F
754	N	N	N	N	Y	N	Y	N	29	F
755	Y	N	Y	Y	Y	N	Y	N	35	F
756	Y	N	N	N	N	N	N	N	65	F
757	N	N	N	Y	Y	Y	N	N	59	T
758	N	N	N	N	N	N	N	N	30	T
759	N	Y	N	N	N	N	Y	Y	31	T
760	Y	Y	Y	Y	Y	N	Y	Y	69	F
761	N	N	N	N	N	N	Y	N	61	F
762	Y	N	N	Y	Y	Y	N	Y	39	T
763	Y	N	N	Y	Y	Y	Y	N	28	F
764	Y	N	N	N	N	Y	Y	N	26	F
765	N	N	N	N	N	Y	N	Y	23	F
766	N	N	N	N	N	N	N	N	33	F
767	Y	N	N	Y	Y	Y	Y	N	22	F
768	Y	Y	Y	N	N	Y	Y	N	49	F
769	Y	N	N	N	N	Y	Y	Y	27	F
770	Y	Y	Y	N	Y	N	Y	Y	22	F
771	Y	N	N	Y	Y	N	Y	N	76	T
772	N	Y	Y	N	N	N	Y	Y	82	F
773	N	N	N	N	N	N	Y	N	38	T
774	Y	N	N	Y	N	N	N	N	78	F
775	N	Y	N	N	N	N	Y	N	87	F
776	N	N	N	Y	N	N	Y	N	27	F
777	N	Y	N	N	N	N	N	Y	79	T
778	Y	N	N	Y	Y	Y	Y	N	51	F
779	N	N	N	N	N	N	Y	N	26	F
780	N	Y	N	Y	Y	N	Y	Y	30	F
781	Y	Y	N	Y	Y	Y	Y	N	56	F
782	Y	Y	Y	N	N	N	Y	N	89	F
783	Y	N	N	Y	Y	N	Y	N	27	F
784	N	Y	N	Y	Y	N	Y	N	27	F
785	Y	N	N	Y	Y	N	Y	N	74	F
786	N	N	N	N	N	Y	Y	Y	34	F
787	N	Y	N	Y	Y	N	Y	N	74	F
788	Y	Y	N	N	N	Y	Y	Y	53	F
789	Y	N	N	N	Y	Y	Y	N	29	T
790	N	Y	Y	Y	Y	N	Y	Y	24	F
791	Y	Y	Y	N	N	N	Y	N	39	F
792	Y	N	Y	N	N	N	Y	N	22	F
793	Y	Y	Y	N	Y	Y	Y	Y	27	T
794	N	N	Y	Y	Y	N	N	N	46	F
795	Y	Y	N	N	N	N	Y	N	58	F
796	N	N	N	N	N	N	Y	N	37	T
797	Y	Y	Y	N	N	Y	Y	N	84	F
798	N	N	N	Y	N	N	Y	N	26	F
799	N	Y	N	N	N	N	Y	N	59	T
800	N	N	Y	N	Y	N	N	N	28	F
801	Y	N	N	Y	Y	Y	Y	N	65	F
802	Y	N	Y	N	N	Y	Y	N	77	F
803	N	Y	N	N	N	Y	N	N	56	F
804	N	Y	Y	Y	Y	N	Y	Y	27	T
805	Y	Y	Y	N	N	Y	Y	Y	26	F
806	N	Y	Y	Y	Y	N	Y	Y	65	F
807	N	Y	Y	N	Y	N	N	N	47	F
808	N	N	Y	N	N	N	Y	N	76	F
809	N	N	N	Y	Y	N	Y	N	26	F
810	N	Y	N	Y	Y	N	N	N	68	F
811	Y	N	Y	Y	Y	Y	N	N	42	F
812	Y	N	Y	Y	Y	N	Y	N	24	F
813	N	N	N	N	N	Y	N	N	30	F
814	N	N	N	Y	N	N	N	N	59	F
815	Y	Y	N	Y	Y	Y	Y	N	56	F
816	N	Y	N	Y	N	N	N	Y	37	F
817	N	Y	N	N	Y	N	Y	Y	31	F
818	Y	Y	N	Y	N	Y	Y	Y	86	F
819	Y	N	N	Y	N	N	Y	N	62	F
820	N	Y	N	N	Y	N	Y	N	57	F
821	Y	N	Y	Y	N	Y	Y	Y	35	F
822	Y	N	N	Y	Y	N	Y	Y	26	T
823	N	Y	N	N	N	N	Y	N	44	F
824	Y	Y	N	Y	Y	Y	Y	Y	60	F
825	N	N	Y	Y	Y	Y	N	N	31	F
826	Y	N	N	N	N	Y	N	Y	29	F
827	Y	Y	Y	N	N	Y	N	N	45	F
828	Y	N	N	Y	Y	Y	N	N	27	T
829	Y	Y	Y	N	N	Y	Y	Y	30	F
830	Y	N	N	Y	Y	Y	Y	N	28	F
831	N	N	N	Y	Y	N	N	Y	42	T
832	Y	Y	N	N	N	Y	Y	N	50	F
833	Y	N	N	Y	Y	Y	N	N	79	F
834	Y	Y	Y	Y	Y	Y	N	Y	57	F
835	Y	Y	N	N	N	Y	Y	N	54	F
836	N	N	N	N	Y	N	N	N	70	F
837	N	Y	N	N	N	N	Y	N	50	F
838	Y	Y	N	N	N	Y	N	N	48	F
839	Y	N	Y	N	N	N	Y	N	44	F
840	Y	N	N	Y	N	Y	N	N	62	F
841	Y	Y	N	N	N	Y	N	Y	44	T
842	Y	Y	Y	Y	Y	Y	Y	Y	73	T
843	Y	N	N	Y	N	Y	N	N	68	F
844	Y	Y	N	Y	Y	N	Y	Y	75	T
845	Y	N	Y	N	N	N	Y	Y	35	F
846	Y	N	Y	Y	N	N	Y	N	76	F
847	N	N	Y	N	N	N	N	N	36	T
848	Y	Y	Y	Y	Y	N	Y	N	55	F
849	N	N	Y	Y	Y	N	N	N	37	F
850	N	N	Y	Y	Y	N	N	Y	65	T
851	N	N	Y	Y	Y	N	N	Y	26	F
852	Y	N	Y	N	Y	N	Y	N	35	F
853	N	Y	N	Y	Y	N	Y	Y	56	F
854	Y	Y	N	N	N	N	Y	Y	90	F
855	Y	N	N	N	N	N	N	N	29	F
856	N	N	N	N	Y	N	N	N	29	F
857	N	Y	N	Y	Y	N	Y	Y	42	T
858	N	N	Y	Y	Y	N	N	N	51	F
859	Y	Y	Y	Y	N	N	Y	Y	46	F
860	N	Y	N	Y	Y	N	Y	Y	69	F
861	N	N	Y	Y	Y	N	Y	N	26	F
862	N	N	Y	Y	Y	N	Y	Y	28	F
863	Y	N	Y	N	Y	Y	Y	N	36	F
864	N	Y	N	N	N	Y	Y	Y	64	F
865	Y	N	N	N	Y	Y	Y	N	28	F
866	N	Y	N	N	N	N	Y	Y	51	T
867	N	Y	Y	Y	Y	N	Y	N	50	F
868	Y	N	N	N	N	Y	Y	N	67	F
869	Y	N	N	N	Y	Y	N	N	31	F
870	Y	N	N	N	N	Y	Y	N	79	F
871	N	Y	Y	Y	Y	N	N	Y	18	T
872	Y	Y	Y	Y	N	Y	Y	Y	45	F
873	N	N	N	Y	N	N	Y	N	32	F
874	N	N	N	N	Y	N	N	N	77	T
875	Y	Y	N	Y	Y	N	Y	Y	31	F
876	N	N	Y	Y	Y	N	N	N	27	F
877	Y	Y	Y	N	Y	Y	N	Y	44	F
878	N	N	N	N	N	N	N	N	38	F
879	Y	N	N	Y	Y	N	Y	Y	75	F
880	Y	N	N	N	N	Y	Y	N	74	F
881	Y	N	N	Y	Y	N	N	Y	29	F
882	N	N	N	Y	N	N	Y	N	51	F
883	Y	Y	Y	Y	Y	Y	Y	N	88	F
884	Y	Y	N	N	N	Y	Y	N	26	F
885	N	N	N	Y	Y	N	Y	N	34	F
886	N	Y	N	Y	N	N	Y	Y	73	F
887	Y	N	N	N	N	N	Y	N	46	F
888	Y	N	Y	N	N	Y	Y	N	65	T
889	N	N	Y	N	Y	N	Y	N	27	F
890	Y	N	N	N	N	N	Y	N	64	F
891	Y	Y	Y	N	N	Y	Y	N	66	F
892	N	Y	Y	Y	Y	Y	N	Y	65	F
893	Y	Y	N	N	N	N	N	N	53	T
894	Y	Y	Y	N	N	N	N	Y	75	F
895	Y	N	Y	Y	Y	Y	Y	N	32	T
896	Y	N	N	Y	N	Y	Y	N	28	F
897	Y	N	Y	N	N	Y	N	N	39	F
898	N	Y	N	N	N	N	Y	N	84	F
899	Y	Y	N	N	N	Y	Y	Y	56	F
900	Y	Y	N	N	N	N	N	N	54	F
901	N	N	N	N	N	N	Y	Y	50	T
902	Y	Y	Y	Y	N	N	Y	Y	88	F
903	N	Y	N	N	N	N	N	N	81	T
904	Y	Y	N	N	N	Y	Y	N	60	F
905	Y	N	Y	N	N	Y	Y	Y	23	F
906	Y	N	Y	Y	N	Y	N	N	31	F
907	Y	Y	Y	Y	Y	Y	Y	Y	44	T
908	Y	Y	Y	N	N	Y	Y	Y	64	F
909	N	N	Y	N	N	Y	Y	Y	35	F
910	N	Y	Y	N	N	N	N	N	59	F
911	Y	Y	N	Y	Y	Y	Y	Y	58	T
912	N	Y	Y	Y	Y	N	Y	Y	68	F
913	Y	N	N	Y	Y	N	Y	N	38	F
914	Y	Y	N	N	N	Y	Y	Y	54	T
915	N	Y	N	Y	N	N	Y	Y	55	F
916	N	N	N	Y	Y	N	Y	N	27	F
917	Y	Y	N	N	Y	Y	Y	N	62	F
918	Y	N	N	Y	Y	N	Y	N	24	F
919	Y	N	Y	Y	Y	Y	N	N	44	F
920	N	Y	N	Y	Y	N	N	Y	78	T
921	Y	Y	Y	N	N	Y	N	Y	64	F
922	Y	Y	N	N	N	Y	Y	Y	29	F
923	Y	N	Y	N	N	Y	N	N	69	T
924	N	N	N	Y	N	N	Y	N	32	F
925	Y	N	N	N	Y	N	Y	N	45	F
926	Y	N	Y	N	N	N	Y	N	26	F
927	N	N	Y	N	Y	N	Y	N	27	F
928	Y	N	N	N	N	Y	Y	N	26	F
929	N	Y	N	Y	Y	N	Y	Y	51	F
930	Y	Y	N	N	N	Y	N	Y	54	T
931	N	N	N	Y	Y	N	Y	Y	25	F
932	Y	N	Y	N	Y	Y	Y	N	28	F
933	N	N	Y	Y	N	N	N	N	70	T
934	Y	N	N	Y	Y	N	Y	N	24	F
935	N	Y	Y	N	Y	N	Y	N	29	T
936	Y	Y	Y	Y	N	Y	Y	Y	58	F
937	Y	N	Y	Y	Y	Y	Y	N	60	F
938	Y	Y	N	N	N	N	Y	N	47	F
939	N	N	N	Y	Y	N	N	N	33	F
940	Y	N	N	N	N	N	Y	Y	27	T
941	Y	N	N	Y	Y	Y	Y	N	66	F
942	Y	Y	N	Y	Y	N	Y	N	47	F
943	Y	N	N	Y	Y	Y	Y	N	45	F
944	Y	N	N	N	N	N	Y	N	24	F
945	Y	Y	Y	Y	Y	Y	Y	Y	85	F
946	Y	N	N	N	N	Y	Y	N	88	F
947	Y	N	Y	Y	Y	Y	Y	N	49	F
948	Y	N	Y	N	N	Y	N	N	39	F
949	Y	Y	N	N	N	Y	Y	N	61	F
950	Y	N	N	N	N	N	N	N	34	F
951	Y	N	Y	Y	Y	Y	Y	N	28	F
952	Y	Y	N	Y	Y	Y	Y	Y	23	F
953	Y	N	N	N	N	Y	Y	N	27	F
954	Y	N	Y	Y	Y	Y	N	N	44	T
955	Y	N	Y	Y	N	N	Y	N	52	F
956	N	N	N	Y	Y	N	Y	N	25	T
957	Y	N	Y	Y	N	Y	Y	N	19	F
958	Y	N	Y	Y	Y	Y	Y	N	26	T
959	N	Y	N	N	N	Y	Y	N	54	F
960	Y	N	Y	Y	Y	Y	N	N	23	F
961	N	Y	Y	N	N	N	N	Y	55	F
962	N	N	Y	N	N	Y	N	N	28	F
963	Y	Y	N	Y	N	Y	Y	Y	61	F
964	Y	N	Y	Y	Y	Y	Y	N	27	T
965	Y	N	N	N	N	N	Y	N	60	F
966	N	Y	N	Y	Y	N	Y	Y	60	T
967	N	N	Y	Y	Y	N	Y	N	42	F
968	N	Y	N	Y	Y	N	N	Y	21	T
969	Y	N	N	Y	N	N	Y	N	29	F
970	N	Y	N	Y	Y	N	Y	Y	48	F
971	N	N	N	Y	Y	N	Y	N	73	F
972	Y	N	N	N	N	N	Y	N	47	F
973	N	N	Y	N	N	Y	N	N	52	F
974	N	N	N	Y	Y	N	Y	N	46	F
975	Y	N	N	Y	N	Y	Y	Y	24	F
976	Y	N	N	Y	Y	Y	Y	N	34	F
977	Y	N	Y	Y	Y	Y	N	N	34	F
978	N	N	N	N	N	Y	N	N	33	F
979	Y	N	Y	Y	N	Y	Y	Y	28	F
980	Y	Y	Y	N	N	N	Y	N	58	F
981	Y	N	N	Y	Y	Y	Y	N	85	F
982	N	N	N	N	N	N	Y	N	52	F
983	N	N	N	N	N	N	N	N	34	F
984	N	N	Y	Y	Y	N	Y	N	65	F
985	Y	Y	Y	Y	Y	Y	Y	Y	74	T
986	N	Y	N	Y	Y	Y	Y	N	49	F
987	Y	Y	N	N	Y	Y	Y	Y	44	T
988	N	Y	N	Y	Y	N	Y	N	56	T
989	Y	Y	N	N	N	Y	Y	Y	41	F
990	Y	N	Y	N	N	Y	N	N	28	F
991	N	N	Y	Y	Y	N	N	Y	26	F
992	Y	Y	N	Y	Y	Y	N	Y	18	F
993	Y	Y	N	Y	Y	Y	Y	Y	29	F
994	Y	Y	Y	N	Y	Y	Y	N	47	F
995	N	Y	N	N	N	N	Y	N	61	F
996	N	Y	N	N	Y	Y	N	N	43	F
997	N	N	N	Y	Y	Y	Y	N	35	F
998	N	N	N	Y	N	N	N	Y	73	F
999	Y	Y	N	N	Y	N	N	N	73	F
