"CustomerID","Keycode","ResponseDate","PreviousOrders","MarketingChannel","Type","Zip","Age","Segment","TotalSpending","TotalPurchases"
123636425,"AF4","01/11/2010",17,"F","R",24153,86,"A",NA,NA
123692105,"AA4","01/25/2010",13,"F","R",2043,90,"A",30,2
123733073,"AA2","01/17/2010",10,"F","R",85250,88,"A",NA,NA
123743973,"AF5","01/10/2010",16,"F","R",61063,82,"A",10,2
123750473,"AA3","01/22/2010",8,"F","R",92586,87,"A",NA,NA
123752792,"AA1","01/22/2010",6,"F","R",2739,88,"A",NA,NA
123755233,"AA5","01/21/2010",16,"F","R",60025,84,"A",NA,NA
123762189,"BH1","01/16/2010",8,"F","R",19319,89,"A",NA,NA
123796641,"AR3","01/25/2010",10,"F","R",54302,86,"A",NA,NA
123825010,"BA6","01/22/2010",15,"F","R",16056,85,"A",NA,NA
123826240,"AX3","01/18/2010",13,"F","R",6450,87,"A",NA,NA
123868093,"AA3","01/16/2010",14,"F","R",16001,91,"A",NA,NA
123869851,"AG2","01/11/2010",12,"E","R",98115,88,"A",NA,NA
123880023,"AA1","01/11/2010",13,"F","R",85351,88,"A",NA,NA
123907131,"AC6","01/20/2010",15,"C","R",3825,80,"A",45,3
123924565,"AH2","01/22/2010",10,"F","R",21401,92,"A",45,3
123995805,"BE4","01/19/2010",14,"F","R",1028,88,"A",10,1
124032012,"AH7","01/20/2010",9,"F","R",8724,91,"A",NA,NA
124039827,"BD4","01/15/2010",16,"F","R",12020,88,"A",NA,NA
124051905,"AW2","01/20/2010",12,"F","R",53703,78,"A",NA,NA
124051947,"AV1","01/25/2010",10,"F","R",33813,88,"A",180,8
124113218,"AA1","01/19/2010",9,"F","R",93012,90,"A",NA,NA
124150947,"AF4","01/11/2010",6,"F","R",43913,84,"A",NA,NA
124169095,"AB5","01/21/2010",12,"F","R",23112,85,"A",15,2
124190455,"AA3","01/21/2010",11,"F","R",48315,86,"A",NA,NA
124195777,"AB4","01/13/2010",10,"F","R",23111,86,"A",NA,NA
124210915,"AS1","01/21/2010",13,"F","R",96734,97,"A",225,10
124222647,"BA7","01/13/2010",13,"F","R",15237,92,"A",NA,NA
124231077,"AF4","01/07/2010",9,"F","R",36532,86,"A",NA,NA
124232802,"AF4","01/07/2010",19,"F","R",24018,87,"A",NA,NA
124252479,"AA6","01/11/2010",10,"F","R",44720,86,"A",NA,NA
124311416,"AP7","01/26/2010",9,"F","R",16426,92,"A",NA,NA
124315375,"AF4","01/07/2010",8,"F","R",18505,89,"A",NA,NA
124413303,"AR8","01/25/2010",14,"F","R",67661,85,"A",NA,NA
124415746,"AR3","01/22/2010",9,"F","R",54304,87,"A",NA,NA
124432048,"AA4","01/14/2010",12,"F","R",60201,92,"A",NA,NA
124439571,"AC6","01/06/2010",18,"E","R",34997,87,"A",50,4
124450487,"BF5","01/26/2010",10,"F","R",17844,88,"A",NA,NA
124479270,"AC1","01/16/2010",15,"F","R",24382,89,"A",NA,NA
124487869,"BD5","01/16/2010",12,"F","R",18510,87,"A",15,1
124524117,"AF4","01/05/2010",17,"F","R",24354,95,"A",NA,NA
124555558,"AD4","01/19/2010",9,"F","R",63021,0,"A",NA,NA
124564782,"AA4","01/25/2010",16,"F","R",44130,92,"A",NA,NA
124571134,"AA4","01/23/2010",14,"F","R",60655,87,"A",75,8
124606658,"AJ4","01/26/2010",13,"D","R",98648,86,"A",80,7
124611468,"AP6","01/25/2010",9,"F","R",46526,94,"A",30,3
124657008,"AF4","01/10/2010",18,"F","R",24740,86,"A",NA,NA
124661935,"BF4","01/18/2010",9,"F","R",11766,95,"A",NA,NA
124674078,"AF8","01/07/2010",16,"E","R",1240,87,"A",NA,NA
124694282,"AF4","01/11/2010",9,"F","R",24014,88,"A",NA,NA
124702556,"AA6","01/12/2010",10,"F","R",93117,87,"A",NA,NA
124705823,"AA5","01/10/2010",11,"F","R",60068,88,"A",NA,NA
124727223,"BE1","01/20/2010",15,"F","R",99220,89,"A",NA,NA
124732785,"AV3","01/20/2010",17,"F","R",88007,89,"B",NA,NA
124742461,"AA4","01/22/2010",12,"F","R",53402,88,"A",NA,NA
124753658,"AQ1","01/20/2010",9,"F","R",47725,90,"A",NA,NA
124795402,"AF4","01/19/2010",13,"F","R",24502,90,"A",NA,NA
124808742,"AF8","01/05/2010",13,"F","R",97526,88,"A",NA,NA
124823345,"AX7","01/21/2010",10,"F","R",55428,90,"A",3,1
124823626,"AG2","01/05/2010",14,"E","R",98277,83,"A",30,2
124838046,"BD4","01/12/2010",10,"F","R",12302,93,"A",NA,NA
124843905,"AA4","01/25/2010",12,"F","R",22601,86,"A",NA,NA
124849084,"AF6","01/11/2010",13,"F","R",61354,92,"A",NA,NA
124860743,"AA4","01/20/2010",12,"F","R",2338,88,"A",NA,NA
124869801,"BF6","01/21/2010",14,"F","R",98597,86,"A",NA,NA
124871765,"AB3","01/21/2010",7,"F","R",22310,86,"A",45,4
124875964,"AF4","01/11/2010",8,"F","R",17331,86,"A",NA,NA
124922329,"AE7","01/20/2010",14,"F","R",48336,89,"A",NA,NA
124951278,"AG6","01/13/2010",10,"F","R",12047,83,"A",NA,NA
125020248,"AA9","01/03/2010",15,"C","R",72714,88,"A",NA,NA
125053371,"AA1","01/21/2010",14,"F","R",33872,94,"A",NA,NA
125055160,"AA6","01/22/2010",11,"F","R",30041,78,"A",NA,NA
125103564,"BH7","01/21/2010",16,"F","R",28443,87,"A",NA,NA
125133892,"AA3","01/21/2010",10,"F","R",34613,82,"A",NA,NA
125171041,"AA3","01/26/2010",11,"F","R",44408,91,"A",NA,NA
125190165,"AX5","01/20/2010",11,"F","R",46410,90,"A",NA,NA
125199091,"AA1","01/22/2010",16,"F","R",21093,84,"A",NA,NA
125235838,"AW4","01/22/2010",10,"F","R",6074,93,"A",NA,NA
125244517,"AF4","01/07/2010",9,"F","R",13027,86,"A",NA,NA
125251223,"AT4","01/26/2010",7,"F","R",46750,86,"A",NA,NA
125267237,"AW3","01/21/2010",13,"F","R",53532,86,"A",NA,NA
125271577,"AF4","01/11/2010",17,"F","R",25071,85,"A",NA,NA
125274928,"AA4","01/13/2010",15,"F","R",60417,86,"A",NA,NA
125290718,"AA5","01/13/2010",16,"F","R",90815,88,"A",NA,NA
125292342,"AA1","01/16/2010",9,"F","R",34667,90,"A",10,1
125292359,"AM8","01/25/2010",15,"F","R",3301,86,"A",NA,NA
125300111,"AF4","01/10/2010",9,"F","R",13215,87,"A",NA,NA
125305540,"AD5","01/23/2010",10,"F","R",54001,92,"A",NA,NA
125344960,"AE6","01/24/2010",8,"F","R",85745,71,"A",110,11
125352526,"AK4","01/12/2010",16,"F","R",13850,86,"A",NA,NA
125355628,"AA1","01/26/2010",7,"F","R",34287,91,"A",NA,NA
125376020,"AA6","01/22/2010",9,"F","R",44413,93,"A",NA,NA
125453415,"AA6","01/26/2010",10,"F","R",85715,84,"A",NA,NA
125462499,"AA1","01/21/2010",18,"F","R",48306,86,"A",NA,NA
125465070,"AF1","01/21/2010",15,"F","R",85382,91,"A",NA,NA
125489369,"BB2","01/21/2010",10,"F","R",97013,75,"A",NA,NA
125537977,"AA1","01/15/2010",16,"F","R",63031,87,"A",NA,NA
125552216,"AA6","01/19/2010",9,"F","R",44413,90,"A",NA,NA
125573568,"BA3","01/26/2010",10,"F","R",61548,93,"A",NA,NA
125585554,"AE5","01/14/2010",8,"F","R",33872,85,"A",30,2
125601823,"BF2","01/14/2010",11,"F","R",22824,88,"A",1.5,1
125604488,"AC9","01/22/2010",9,"F","R",94501,90,"A",NA,NA
125606467,"AB3","01/21/2010",11,"E","R",45373,87,"A",NA,NA
125609057,"AD2","01/20/2010",15,"F","N",85745,87,"A",NA,NA
125651265,"AA1","01/20/2010",12,"F","R",85259,87,"A",NA,NA
125656181,"AA4","01/21/2010",14,"F","R",46804,81,"A",NA,NA
125684860,"AA2","01/12/2010",13,"F","R",44131,86,"A",210,18
125698241,"BA6","01/20/2010",15,"F","R",15239,87,"A",4,2
125725473,"AA5","01/20/2010",12,"F","R",48309,86,"A",NA,NA
125734244,"AF4","01/13/2010",10,"F","R",43947,92,"A",NA,NA
125748996,"AF8","01/08/2010",14,"D","R",53092,94,"A",NA,NA
125755090,"AG2","01/04/2010",11,"E","R",85018,90,"A",85,4
125768457,"AA1","01/26/2010",11,"F","R",92120,85,"A",50,5
125816793,"AA8","01/26/2010",11,"F","R",53402,92,"A",140,6
125835256,"AA2","01/15/2010",9,"F","R",89052,86,"A",NA,NA
125853275,"AD1","01/23/2010",12,"F","R",33511,86,"A",NA,NA
125932020,"BH1","01/19/2010",12,"F","R",19320,90,"A",70,7
125937250,"AJ6","01/25/2010",10,"F","R",15001,89,"B",NA,NA
125958215,"AA5","01/26/2010",6,"F","R",94549,92,"A",NA,NA
125960708,"AW3","01/24/2010",10,"F","R",53913,91,"A",45,2
125962209,"AA6","01/23/2010",10,"F","R",44136,82,"A",NA,NA
125986430,"AA4","01/15/2010",12,"F","R",91355,87,"A",NA,NA
126024900,"AA4","01/18/2010",8,"F","R",34209,90,"A",10,1
126058569,"AB5","01/03/2010",17,"E","R",6475,95,"A",NA,NA
126074467,"AV9","01/21/2010",9,"F","R",92637,80,"A",NA,NA
126083039,"BF3","01/18/2010",10,"F","R",34997,91,"A",200,20
126092808,"AF2","01/02/2010",11,"D","R",72023,86,"A",NA,NA
126117142,"AF4","01/04/2010",9,"F","R",14580,89,"A",NA,NA
126118199,"AA2","01/21/2010",9,"F","R",34698,86,"A",NA,NA
126131226,"AA1","01/12/2010",17,"E","R",94553,86,"A",138,15
126137397,"BB3","01/21/2010",10,"F","R",97229,91,"A",NA,NA
126246008,"BF6","01/21/2010",16,"F","R",98444,89,"A",NA,NA
126250133,"AD8","01/21/2010",13,"F","R",85331,87,"A",NA,NA
126252725,"AA3","01/21/2010",9,"F","R",90212,92,"A",50,2
126291566,"AC6","01/14/2010",11,"E","R",33469,87,"A",NA,NA
126296375,"AC5","01/21/2010",16,"D","R",34208,86,"A",NA,NA
126311067,"AB3","01/15/2010",9,"F","R",89120,93,"A",NA,NA
126318146,"BC5","01/12/2010",17,"F","R",14612,89,"A",NA,NA
126324227,"AA3","01/08/2010",10,"D","R",7024,82,"A",NA,NA
126349349,"AA3","01/25/2010",8,"F","R",44134,89,"A",NA,NA
126350883,"BC6","01/23/2010",11,"F","R",61114,93,"A",NA,NA
126357698,"AF4","01/05/2010",6,"F","R",18704,88,"A",NA,NA
126365246,"AJ7","01/17/2010",14,"F","R",25901,75,"A",NA,NA
126369297,"AP2","01/14/2010",15,"F","R",34465,83,"A",NA,NA
126381094,"AC4","01/16/2010",14,"F","R",44256,90,"A",1,1
126473602,"AF4","01/20/2010",11,"F","R",13104,88,"A",NA,NA
126489970,"AA6","01/11/2010",13,"F","R",63017,92,"A",15,2
126493352,"AE4","01/18/2010",15,"F","R",63122,95,"A",NA,NA
126500321,"AA7","01/20/2010",10,"F","R",48162,89,"A",NA,NA
126540442,"AA5","01/15/2010",10,"D","R",90630,86,"A",40,3
126565944,"AA5","01/17/2010",9,"F","R",93950,89,"A",NA,NA
126568104,"AA5","01/26/2010",13,"F","R",2703,93,"A",60,6
126569417,"AK4","01/25/2010",17,"F","R",13760,84,"A",NA,NA
126574250,"AA6","01/15/2010",13,"F","R",63119,87,"A",10,1
126597095,"AF4","01/25/2010",13,"F","R",13205,93,"C",NA,NA
126598721,"AM4","01/20/2010",15,"F","R",41074,88,"A",5,1
126599430,"AQ1","01/21/2010",16,"F","R",47715,91,"A",NA,NA
126622760,"AF4","01/21/2010",10,"F","R",17003,93,"A",10,1
126623198,"BE5","01/21/2010",15,"F","R",62568,86,"A",NA,NA
126652320,"AB7","01/15/2010",8,"C","R",21401,86,"A",NA,NA
126659507,"AA1","01/14/2010",9,"F","R",33770,91,"A",30,3
126660950,"BB7","01/19/2010",10,"F","R",57702,87,"A",175,11
126696392,"AA5","01/14/2010",10,"F","R",16063,81,"A",NA,NA
126712918,"AA7","01/14/2010",9,"F","R",16137,101,"A",10,1
126738087,"AA1","01/14/2010",8,"F","R",33770,86,"A",NA,NA
126772276,"AF7","01/19/2010",16,"F","R",98936,86,"A",NA,NA
126774892,"AH2","01/25/2010",12,"F","R",21403,90,"A",NA,NA
126791854,"BE1","01/18/2010",10,"F","R",99206,83,"A",NA,NA
126833862,"AA4","01/13/2010",9,"F","R",60467,84,"A",280,14
126836618,"AA6","01/16/2010",16,"F","R",92845,90,"A",NA,NA
126847706,"AF3","01/26/2010",12,"D","R",98632,90,"A",NA,NA
126848803,"AA1","01/26/2010",12,"F","R",55305,90,"A",NA,NA
126860295,"AA3","01/06/2010",16,"D","R",30327,88,"A",60,6
126873538,"AF4","01/05/2010",16,"F","R",18518,92,"A",NA,NA
126929066,"BK1","01/25/2010",16,"F","R",8012,91,"A",50,5
126947522,"AF6","01/04/2010",16,"F","R",52627,87,"A",NA,NA
126953470,"AA3","01/15/2010",9,"F","R",48138,84,"A",NA,NA
126982347,"AY7","01/22/2010",14,"F","R",7043,88,"A",NA,NA
126989615,"AA3","01/13/2010",6,"F","R",15243,81,"A",NA,NA
126997170,"BG5","01/26/2010",12,"F","R",53092,88,"A",75,8
127025344,"AA6","01/21/2010",15,"F","R",12603,83,"A",NA,NA
127031789,"AE9","01/26/2010",9,"F","N",32066,86,"A",NA,NA
127038404,"AA5","01/21/2010",13,"F","R",7920,80,"A",NA,NA
127045185,"AA6","01/23/2010",12,"F","R",10708,90,"A",NA,NA
127059590,"AX9","01/17/2010",11,"F","R",58356,89,"A",NA,NA
127077071,"AM4","01/17/2010",15,"F","R",45208,86,"A",20,2
127091437,"AT6","01/22/2010",9,"F","R",2664,86,"A",45,4
127121465,"AA3","01/23/2010",9,"F","R",2726,86,"A",NA,NA
127135564,"AJ4","01/19/2010",10,"F","R",48755,91,"A",10,1
127156578,"AF5","01/07/2010",17,"F","R",36532,88,"A",NA,NA
127167781,"AU5","01/20/2010",16,"F","R",49002,91,"A",40,4
127220887,"AA5","01/21/2010",15,"F","R",7444,97,"A",NA,NA
127230993,"AF8","01/15/2010",16,"F","R",95540,86,"A",NA,NA
127256691,"AJ7","01/03/2010",9,"C","R",23229,91,"A",NA,NA
127270239,"AF8","01/11/2010",10,"F","R",97355,88,"A",NA,NA
127282200,"AC9","01/22/2010",16,"F","R",62002,92,"A",NA,NA
127282978,"AA6","01/26/2010",11,"F","R",63119,51,"A",NA,NA
127283695,"AA3","01/21/2010",10,"F","R",34601,91,"A",NA,NA
127302933,"AA6","01/19/2010",15,"F","R",44720,82,"A",NA,NA
127306884,"AT7","01/20/2010",10,"F","R",2638,89,"A",217,23
127311918,"AC2","01/14/2010",9,"F","R",48430,97,"A",45,2
127329167,"BE5","01/13/2010",13,"F","R",62703,87,"A",10,1
127373686,"BB2","01/21/2010",10,"F","R",97101,85,"A",NA,NA
127407633,"AA1","01/25/2010",12,"F","R",85351,87,"A",NA,NA
127418069,"BE3","01/16/2010",9,"F","R",1040,87,"A",51,6
127425338,"AC7","01/21/2010",15,"D","R",6468,85,"A",95,13
127474633,"AA1","01/25/2010",18,"F","R",20854,87,"A",NA,NA
127480531,"AQ6","01/18/2010",9,"F","R",46160,88,"A",NA,NA
127494466,"AB9","01/03/2010",16,"E","R",28562,88,"A",NA,NA
127495034,"AA2","01/25/2010",17,"F","R",19422,92,"A",45,3
127501740,"AA2","01/19/2010",10,"F","R",89060,86,"A",NA,NA
127522480,"AA2","01/05/2010",9,"D","R",20902,90,"A",310,13
127533073,"AA4","01/25/2010",9,"F","R",2347,90,"A",15,1
127535243,"AB1","01/16/2010",14,"F","R",48170,88,"A",NA,NA
127572857,"AA2","01/20/2010",12,"F","R",85373,85,"A",NA,NA
127591683,"AD6","01/20/2010",17,"F","R",60634,83,"A",NA,NA
127613727,"BA5","01/22/2010",10,"F","R",15236,91,"A",NA,NA
127634392,"AC4","01/20/2010",16,"F","R",48322,85,"A",NA,NA
127651438,"BE2","01/26/2010",16,"F","R",52601,92,"A",NA,NA
127655553,"AA6","01/26/2010",15,"F","R",33880,89,"A",NA,NA
127658912,"AB5","01/11/2010",12,"E","R",6480,86,"A",74.5,13
127660967,"BE3","01/18/2010",12,"F","R",6082,88,"A",30,2
127664076,"AF5","01/05/2010",10,"F","R",53020,86,"A",NA,NA
127716587,"BB6","01/20/2010",9,"F","R",81076,93,"A",NA,NA
127746444,"AF4","01/12/2010",14,"F","R",22980,87,"A",NA,NA
127749539,"AX7","01/20/2010",12,"F","R",55075,91,"A",NA,NA
127794584,"AA3","01/25/2010",13,"F","R",93428,87,"A",NA,NA
127797330,"AA2","01/21/2010",9,"F","R",2777,91,"A",NA,NA
127806115,"AA4","01/18/2010",7,"F","R",23234,86,"A",NA,NA
127811396,"AT8","01/26/2010",16,"F","R",46228,87,"C",NA,NA
127847853,"AA1","01/23/2010",12,"F","R",44706,88,"A",10,2
127847879,"AA1","01/23/2010",13,"F","R",34667,86,"A",NA,NA
127848075,"AD6","01/26/2010",9,"F","R",33810,88,"A",NA,NA
127848679,"AV8","01/21/2010",12,"F","R",68512,86,"A",NA,NA
127869956,"BC6","01/25/2010",15,"F","R",61101,88,"A",NA,NA
127873578,"AF4","01/05/2010",16,"F","R",13215,89,"A",NA,NA
127969202,"AG2","01/12/2010",14,"E","R",2301,89,"A",NA,NA
128004769,"BG1","01/11/2010",15,"F","R",66611,86,"A",75,5
128029634,"AA2","01/16/2010",6,"F","R",2886,85,"A",NA,NA
128033925,"BF4","01/26/2010",11,"F","R",34952,91,"A",NA,NA
128043874,"AA5","01/21/2010",15,"F","R",60062,86,"A",NA,NA
128071180,"AF4","01/11/2010",13,"F","R",24018,87,"A",25,2
128074879,"AA3","01/17/2010",8,"F","R",44116,85,"A",NA,NA
128079365,"AJ2","01/21/2010",11,"F","R",48441,86,"A",NA,NA
128095999,"BA7","01/14/2010",9,"F","R",12304,85,"A",60.5,6
128110749,"AF4","01/05/2010",8,"F","R",13108,92,"A",25,2
128113867,"AS1","01/23/2010",10,"F","R",96818,75,"A",NA,NA
128134236,"AF4","01/10/2010",16,"F","R",13212,85,"A",NA,NA
128141389,"AA4","01/15/2010",9,"F","R",48009,91,"A",NA,NA
128142908,"AA1","01/25/2010",11,"F","R",48124,90,"A",NA,NA
128150273,"AF4","01/04/2010",14,"F","R",10940,92,"A",NA,NA
128166709,"AA2","01/12/2010",10,"F","R",89134,95,"A",10,1
128167368,"AA5","01/20/2010",11,"F","R",7981,95,"A",NA,NA
128171105,"AA1","01/13/2010",10,"F","R",92120,91,"A",10,2
128187291,"AA4","01/15/2010",9,"F","R",95032,91,"A",205,17
128197407,"AA1","01/21/2010",14,"F","R",19803,92,"A",NA,NA
128236395,"AK2","01/16/2010",9,"F","R",7646,91,"A",NA,NA
128258332,"AV7","01/15/2010",11,"F","R",4240,93,"A",NA,NA
128260817,"AG2","01/11/2010",14,"E","R",40245,83,"A",NA,NA
128262839,"AA6","01/15/2010",17,"F","R",22151,87,"A",NA,NA
128280187,"BB9","01/21/2010",12,"F","R",19551,87,"A",NA,NA
128325339,"AV1","01/21/2010",11,"F","R",33881,87,"A",NA,NA
128333911,"AA2","01/06/2010",12,"C","R",62221,80,"C",NA,NA
128336047,"AF4","01/06/2010",9,"F","R",22603,81,"A",NA,NA
128375433,"AF4","01/07/2010",14,"F","R",33069,90,"A",NA,NA
128377306,"AF4","01/07/2010",13,"F","R",14580,85,"A",NA,NA
128382728,"AA1","01/22/2010",16,"C","R",7974,92,"A",NA,NA
128433059,"AA4","01/26/2010",14,"F","R",60526,90,"A",NA,NA
128471257,"AF6","01/06/2010",9,"F","R",29907,86,"A",NA,NA
128485356,"BB2","01/23/2010",15,"F","R",97211,93,"C",NA,NA
128511334,"AV6","01/21/2010",16,"F","R",19030,90,"A",NA,NA
128515053,"AK1","01/21/2010",13,"F","R",7444,85,"A",NA,NA
128515988,"AF4","01/10/2010",9,"F","R",14225,86,"A",NA,NA
128535598,"AA3","01/20/2010",11,"F","R",7081,85,"A",20,2
128576790,"AA1","01/25/2010",10,"E","R",60435,91,"B",NA,NA
128585171,"AA3","01/20/2010",16,"F","R",7081,91,"A",NA,NA
128599586,"AA3","01/26/2010",7,"F","R",19064,88,"A",NA,NA
128606639,"AB6","01/16/2010",9,"F","R",90230,85,"A",30,4
128614427,"AA1","01/22/2010",16,"F","R",20854,87,"A",NA,NA
128649506,"AH7","01/20/2010",12,"F","R",7764,93,"A",20,2
128664794,"BF5","01/19/2010",13,"F","R",17821,86,"A",NA,NA
128729134,"AF4","01/04/2010",13,"F","R",12486,95,"A",12.5,2
128750858,"AA5","01/24/2010",17,"F","R",19946,85,"A",NA,NA
128753092,"AD5","01/16/2010",17,"F","R",94954,85,"B",NA,NA
128757143,"BF7","01/12/2010",15,"F","R",98520,81,"A",NA,NA
128789773,"AF8","01/05/2010",14,"F","R",97058,86,"A",50,4
128792207,"AA3","01/26/2010",16,"F","R",33772,88,"A",NA,NA
128823358,"AA6","01/11/2010",10,"F","R",92056,92,"A",NA,NA
128823903,"AB5","01/14/2010",9,"E","R",6498,85,"A",95,7
128840311,"AF4","01/11/2010",16,"F","R",24018,86,"A",NA,NA
128860392,"BB8","01/20/2010",11,"F","R",19526,81,"A",NA,NA
128879269,"AP7","01/23/2010",12,"F","R",16441,91,"A",30,3
128880226,"AG2","01/03/2010",16,"E","R",85255,83,"A",20,2
128889755,"AK1","01/21/2010",17,"F","R",7663,83,"A",NA,NA
128905866,"AD7","01/04/2010",9,"E","R",4011,82,"A",NA,NA
128912409,"AD1","01/20/2010",16,"D","R",33948,88,"A",NA,NA
128929544,"BE6","01/16/2010",10,"F","N",55115,88,"A",NA,NA
128945649,"AB5","01/15/2010",11,"F","R",16063,88,"A",40,4
128966330,"AH9","01/15/2010",16,"D","R",74701,91,"A",NA,NA
128971967,"AZ3","01/21/2010",11,"F","R",32701,88,"A",NA,NA
128976628,"AK2","01/19/2010",12,"F","R",7452,88,"A",NA,NA
128978145,"BB9","01/25/2010",9,"F","R",19512,91,"A",55,4
128987518,"AA1","01/18/2010",12,"F","R",34698,87,"A",NA,NA
129001848,"AA1","01/20/2010",13,"F","R",34698,87,"A",NA,NA
129028478,"AE2","01/13/2010",10,"F","R",85741,75,"A",NA,NA
129048880,"AA5","01/15/2010",11,"F","R",91304,87,"A",NA,NA
129052874,"AF4","01/06/2010",17,"F","R",14526,88,"A",50,5
129134912,"AA2","01/25/2010",11,"F","R",48323,80,"A",52.5,5
129179594,"AF4","01/13/2010",16,"F","R",14227,87,"A",NA,NA
129180873,"AB9","01/14/2010",14,"F","R",44805,88,"A",3,1
129190856,"AA3","01/25/2010",14,"F","R",44122,95,"A",NA,NA
129198438,"AA2","01/14/2010",10,"F","R",85373,85,"A",NA,NA
129236154,"AF4","01/05/2010",16,"F","R",24301,86,"A",NA,NA
129246153,"AA7","01/22/2010",11,"F","R",16137,87,"A",NA,NA
129261343,"AF4","01/13/2010",15,"F","R",17331,87,"A",NA,NA
129268082,"AE4","01/21/2010",17,"F","R",49525,87,"A",NA,NA
129269254,"BE4","01/16/2010",8,"F","R",1008,89,"A",NA,NA
129283248,"AA2","01/12/2010",10,"F","R",34238,88,"A",NA,NA
129310116,"AJ1","01/20/2010",15,"F","R",30901,82,"A",30,6
129318473,"AA2","01/26/2010",9,"F","R",93108,89,"A",NA,NA
129321279,"AF4","01/20/2010",13,"F","R",26330,85,"A",15,1
129322798,"AA3","01/21/2010",11,"F","R",48322,88,"A",NA,NA
129371076,"AW6","01/20/2010",10,"F","R",3244,79,"A",NA,NA
129372637,"AA2","01/21/2010",17,"F","R",93455,91,"A",NA,NA
129375663,"AA1","01/24/2010",16,"C","R",10552,91,"C",NA,NA
129384376,"AA3","01/09/2010",8,"F","R",92637,89,"A",NA,NA
129395018,"AD4","01/23/2010",11,"F","R",34231,86,"C",NA,NA
129395109,"AF4","01/04/2010",10,"F","R",17701,86,"A",NA,NA
129523858,"AU6","01/21/2010",10,"F","R",38558,85,"A",46,8
129570040,"AV7","01/26/2010",10,"F","R",4258,85,"A",30,3
129570636,"AA6","01/26/2010",13,"F","R",44203,87,"A",35,5
129572822,"BF1","01/21/2010",15,"F","R",61270,89,"A",NA,NA
129597464,"AA3","01/20/2010",13,"F","R",34224,83,"A",NA,NA
129597803,"AA1","01/21/2010",10,"F","R",48386,90,"A",30,3
129637625,"AM4","01/21/2010",16,"F","R",45040,86,"A",NA,NA
129653978,"AA1","01/04/2010",8,"C","R",6525,87,"A",NA,NA
129660361,"AA3","01/11/2010",10,"F","R",22101,85,"A",NA,NA
129662714,"AU7","01/20/2010",18,"F","R",37830,88,"A",NA,NA
129666459,"AA4","01/23/2010",17,"F","R",44077,86,"A",NA,NA
129678926,"AF4","01/19/2010",16,"F","N",17331,86,"A",NA,NA
129730198,"AA1","01/12/2010",14,"F","R",63146,83,"A",10,1
129748950,"AW2","01/18/2010",14,"F","R",53704,92,"A",NA,NA
129754248,"AA5","01/13/2010",10,"F","R",48309,86,"A",NA,NA
129805990,"AX8","01/21/2010",14,"F","R",55391,91,"A",10,1
129810974,"AA6","01/23/2010",12,"F","R",44720,91,"A",NA,NA
129834685,"AA3","01/16/2010",14,"F","R",63017,89,"A",NA,NA
129869913,"AA1","01/18/2010",10,"F","R",63122,84,"A",NA,NA
129888962,"AC4","01/16/2010",12,"F","R",92078,87,"A",NA,NA
129899936,"AA5","01/03/2010",8,"D","R",21222,89,"A",NA,NA
129919049,"AA4","01/18/2010",12,"F","R",14424,85,"A",NA,NA
129946638,"AB9","01/21/2010",16,"F","R",46845,87,"A",20,2
129965596,"AF4","01/11/2010",10,"F","R",21783,94,"A",NA,NA
129975710,"AE4","01/23/2010",17,"F","R",48322,98,"A",NA,NA
129982849,"AF4","01/21/2010",8,"F","R",14617,85,"A",NA,NA
129995411,"AA6","01/20/2010",16,"F","R",33707,87,"A",NA,NA
130003528,"AB8","01/11/2010",16,"C","R",32132,87,"A",NA,NA
130013444,"BG3","01/23/2010",5,"F","N",15442,97,"A",NA,NA
130025489,"AW2","01/21/2010",16,"F","R",53558,92,"A",NA,NA
130043607,"AA1","01/21/2010",14,"F","R",44672,93,"A",90,9
130074909,"AA7","01/26/2010",18,"F","R",53402,88,"A",NA,NA
130083884,"AD6","01/21/2010",9,"F","R",85254,86,"A",NA,NA
130158967,"AA3","01/24/2010",11,"F","R",8226,88,"A",NA,NA
130163348,"AV8","01/19/2010",17,"F","R",68352,92,"A",NA,NA
130165673,"BB7","01/15/2010",12,"F","N",57701,85,"A",NA,NA
130249907,"AA5","01/20/2010",10,"F","R",7981,90,"A",NA,NA
130253875,"AG2","01/14/2010",17,"E","R",45122,91,"A",NA,NA
130271307,"AA4","01/25/2010",9,"F","R",6840,92,"A",18,2
130296759,"AA5","01/14/2010",11,"F","R",94025,94,"A",NA,NA
130298896,"AA3","01/23/2010",7,"F","R",33772,85,"A",NA,NA
130310725,"AC6","01/21/2010",10,"F","R",93012,91,"A",NA,NA
130322258,"AA6","01/21/2010",13,"F","R",44136,85,"A",NA,NA
130355704,"AF4","01/25/2010",6,"F","R",26003,82,"A",NA,NA
130358161,"AF4","01/14/2010",10,"F","R",17011,84,"A",NA,NA
130376957,"AA5","01/22/2010",17,"F","R",7463,90,"A",NA,NA
130471790,"AA3","01/12/2010",9,"F","R",34236,95,"A",NA,NA
130505589,"BF1","01/21/2010",9,"F","R",61081,91,"A",NA,NA
130517733,"AH4","01/23/2010",10,"F","R",60187,85,"A",NA,NA
130525785,"AX5","01/20/2010",15,"F","R",46304,99,"A",NA,NA
130543432,"AX3","01/14/2010",11,"F","R",6450,86,"A",NA,NA
130597016,"AF9","01/04/2010",8,"E","R",48467,86,"A",NA,NA
130615420,"AR3","01/23/2010",13,"F","R",54303,91,"A",60,6
